# Eva2 2017 proteins
library,name
Eva2,ems_4hM_4122_0001
Eva2,ems_f4m_72
Eva2,ems_3hM_3102
Eva2,ems_3hM_1312
Eva2,ems_ferrM_2601_0001
Eva2,ems_3hC_664_0002
Eva2,ems_thioM_454_0002
Eva2,ems_3hC_1417
Eva2,ems_3hC_915_0001
Eva2,ems_4hM_1710
Eva2,ems_f4m_199
Eva2,ems_3hM_289
Eva2,ems_ferrC_1484
Eva2,p1-14H-GBL-14H-GABBL-16H_0785_0001_0001_0001
Eva2,p1-15H-GBL-16H-GABBL-16H_0378_0001_0001_0001
Eva2,ems_4hM_1421_0001
Eva2,ems_ferrM_3320_0002
Eva2,ems_bGC_200
Eva2,p1-15H-GBL-16H-GABBL-15H_0031_0001_0001_0002
Eva2,ems_3hM_3447
Eva2,ems_thioM_1051_0001
Eva2,ems_4hC_2856_0001
Eva2,ems_3hC_1658_0001
Eva2,ems_3hM_2207
Eva2,ems_3hC_1262_0001
Eva2,ems_4hM_2018_0001
Eva2,ems_4hM_3045
Eva2,ems_4hM_4424_0001
Eva2,ems_4hM_4892_0001
Eva2,ems_3hC_1076
Eva2,ems_ferrM_3417_0002
Eva2,ems_4hM_1316_0001
Eva2,ems_4hM_815
Eva2,p1-14H-GABBL-16H-GABBL-15H_0054_0001_0001_0002
Eva2,ems_thioM_1036
Eva2,ems_ferrC_1742
Eva2,ems_f2_102
Eva2,ems_3hM_1773
Eva2,ems_4hM_2894_0001
Eva2,ems_3hC_1555_0001
Eva2,ems_ferrM_6412_0002
Eva2,ems_4hM_4313_0001
Eva2,p1-15H-GBL-16H-GABBL-16H_0101_0001_0001_0002
Eva2,ems_3hM_92
Eva2,ems_ferrC_551
Eva2,ems_4hC_2913
Eva2,ems_3hM_2666
Eva2,ems_4hM_3856
Eva2,ems_thioM_793_0001
Eva2,ems_ferrM_1135_0001
Eva2,p1-15H-GABBL-14H-GBL-16H_0624_0001_0001_0002
Eva2,ems_4hM_3634_0002
Eva2,ems_3hC_153_0002
Eva2,p1-14H-GBL-14H-GABBL-15H_0866_0001_0001_0001
Eva2,ems_3hC_569_0002
Eva2,ems_3hM_3026
Eva2,ems_ferrM_4130_0001
Eva2,ems_ferrM_3712
Eva2,ems_ferrM_485_0002
Eva2,ems_4hM_1633_0002
Eva2,ems_4hM_4636_0002
Eva2,ems_ferrM_6137_0001
Eva2,bGM_403_0001
Eva2,ems_4hM_1942_0001
Eva2,ems_3hC_1070_0002
Eva2,ems_4hC_2217
Eva2,ems_3hM_2110
Eva2,ems_4hC_2535_0001
Eva2,ems_ferrM_1731
Eva2,ems_4hC_107_0001
Eva2,ems_3hC_476_0001
Eva2,ems_4hM_5519
Eva2,ems_3hM_639
Eva2,ems_f2_674
Eva2,ems_4hM_3890_0001
Eva2,p1-14H-GBL-16H-GBL-14H_0794_0001_0001_0002
Eva2,ems_4hM_3094
Eva2,ems_3hC_341_0001
Eva2,ems_ferrM_4718_0002
Eva2,ems_thioFL2_10
Eva2,ems_4hC_630_0001
Eva2,ems_ferrM_1327_0002
Eva2,ems_thioM_171_0001
Eva2,ems_4hM_3426_0001
Eva2,ems_4hM_3733
Eva2,ems_3hM_2571
Eva2,ems_4hC_2676
Eva2,ems_4hM_5420_0001
Eva2,ems_3hM_3496
Eva2,ems_3hM_3331
Eva2,ems_4hM_2107_0002
Eva2,ems_f2_215
Eva2,ems_3hM_258
Eva2,ems_ferrC_1827
Eva2,ems_4hC_2638_0001
Eva2,ems_4hC_1980_0001
Eva2,ems_3hC_1361
Eva2,ems_4hC_1201_0001
Eva2,ems_4hC_2202_0001
Eva2,p1-15H-GBL-16H-GABBL-16H_0400_0001_0001_0002
Eva2,ems_3hM_1816
Eva2,ems_3hM_1464
Eva2,ems_ferrM_5603_0001
Eva2,ems_ferrM_6861_0001
Eva2,ems_4hC_1890_0002
Eva2,ems_ferrM_5862_0001
Eva2,ems_4hM_5441
Eva2,ems_4hM_2017_0001
Eva2,p1-14H-GBL-14H-GABBL-15H_0023_0001_0001_0002
Eva2,ems_thioM_8_0001
Eva2,ems_3hC_1657_0001
Eva2,ems_4hC_2312_0002
Eva2,ems_ferrM_5777
Eva2,bGM_224_0002
Eva2,ems_3hC_1658
Eva2,ems_ferrM_2234_0001
Eva2,ems_4hC_720_0002
Eva2,ems_4hM_3536_0002
Eva2,ems_ferrM_4608_0001
Eva2,ems_3hC_251_0002
Eva2,ems_4hM_2838
Eva2,ems_4hC_851_0001
Eva2,ems_ferrM_4232_0001
Eva2,ems_coilM_45
Eva2,ems_3hC_887
Eva2,ems_ferrM_7231_0001
Eva2,ems_3hM_2048
Eva2,ems_4hM_5530_0002
Eva2,ems_3hM_300
Eva2,ems_ferrM_2503_0001
Eva2,ems_3hC_566_0002
Eva2,ems_4hM_4660
Eva2,ems_3hC_1239
Eva2,ems_ferrM_1500_0001
Eva2,ems_ferrM_4505_0001
Eva2,ems_ferrM_4556
Eva2,ems_4hC_3104_0001
Eva2,ems_4hM_5020
Eva2,p1-14H-GBL-14H-GBL-14H_0620_0001_0001_0001
Eva2,ems_4hM_1898_0001
Eva2,ems_4hM_2720_0001
Eva2,ems_3hM_2429
Eva2,ems_4hM_2851_0002
Eva2,ems_3hC_1590_0002
Eva2,ems_3hM_3269
Eva2,ems_4hM_4726_0001
Eva2,ems_4hM_943_0001
Eva2,ems_thioM_683_0002
Eva2,ems_ferrM_6575
Eva2,bGM_436
Eva2,ems_4hC_108_0001
Eva2,ems_thioM_649_0001
Eva2,p1-14H-GBL-14H-GBL-15H_0621_0001_0001_0002
Eva2,ems_ferrM_6138_0001
Eva2,ems_4hM_4639_0002
Eva2,ems_4hM_4948_0001
Eva2,ems_4hM_896_0001
Eva2,ems_ferrM_6502_0001
Eva2,ems_ferrM_5460
Eva2,ems_4hC_2100_0001
Eva2,bGM_75_0001
Eva2,ems_3hC_1445_0002
Eva2,ems_3hM_476
Eva2,ems_3hM_804
Eva2,ems_f2_849
